15014.705882352942, 1498.8015978695073
1500, 398.93475366178427
16014.705882352942, 1297.4700399467376
1514.705882352941, 316.9107856191745
16014.705882352942, 1168.8415446071904
1514.705882352941, 199.46737683089214
16000.000000000002, 967.5099866844207
1514.705882352941, 158.45539280958724
16000.000000000002, 756.8575233022636
1514.705882352941, 139.8135818908122
16014.705882352942, 587.2170439414115
1514.705882352941, 108.12250332889471
19000, 495.87217043941405
1514.705882352941, 96.93741677762978
